Date,Month1,Month2,Month3,Month4,Month5,Month6,Month7
2023-05-09 11:17:28,SEP-23|2023-08-11 17:50:00|OFFLINE,JUL-23|2023-06-09 17:50:00|TRADEABLE,MAR-24|2024-02-09 18:50:00|OFFLINE,DEC-23|2023-11-10 18:50:00|OFFLINE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-05-29 11:16:52,SEP-23|2023-08-11 17:50:00|OFFLINE,JUL-23|2023-06-09 17:50:00|EDITS_ONLY,MAR-24|2024-02-09 18:50:00|OFFLINE,DEC-23|2023-11-10 18:50:00|OFFLINE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-05-30 11:16:55,SEP-23|2023-08-11 17:50:00|OFFLINE,JUL-23|2023-06-09 17:50:00|TRADEABLE,MAR-24|2024-02-09 18:50:00|OFFLINE,DEC-23|2023-11-10 18:50:00|OFFLINE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-06-07 11:17:25,SEP-23|2023-08-11 17:50:00|TRADEABLE,JUL-23|2023-06-09 17:50:00|TRADEABLE,MAR-24|2024-02-09 18:50:00|OFFLINE,DEC-23|2023-11-10 18:50:00|OFFLINE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-06-12 11:16:56,SEP-23|2023-08-11 17:50:00|TRADEABLE,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|OFFLINE,DEC-23|2023-11-10 18:50:00|OFFLINE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-06-19 11:16:50,SEP-23|2023-08-11 17:50:00|EDITS_ONLY,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|OFFLINE,DEC-23|2023-11-10 18:50:00|OFFLINE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-06-20 11:17:56,SEP-23|2023-08-11 17:50:00|TRADEABLE,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|OFFLINE,DEC-23|2023-11-10 18:50:00|OFFLINE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-06-28 11:16:50,SEP-23|2023-08-11 17:50:00|TRADEABLE,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|OFFLINE,DEC-23|2023-11-10 18:50:00|TRADEABLE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-07-04 11:16:50,SEP-23|2023-08-11 17:50:00|EDITS_ONLY,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|OFFLINE,DEC-23|2023-11-10 18:50:00|EDITS_ONLY,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-07-05 11:17:13,SEP-23|2023-08-11 17:50:00|TRADEABLE,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|OFFLINE,DEC-23|2023-11-10 18:50:00|TRADEABLE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-08-14 11:17:14,MAR-25|2025-02-14 18:50:00|OFFLINE,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|OFFLINE,DEC-23|2023-11-10 18:50:00|TRADEABLE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-08-28 11:16:56,MAR-25|2025-02-14 18:50:00|OFFLINE,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|OFFLINE,DEC-23|2023-11-10 18:50:00|EDITS_ONLY,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-08-29 11:16:56,MAR-25|2025-02-14 18:50:00|OFFLINE,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|OFFLINE,DEC-23|2023-11-10 18:50:00|TRADEABLE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-09-01 11:16:56,MAR-25|2025-02-14 18:50:00|OFFLINE,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|TRADEABLE,DEC-23|2023-11-10 18:50:00|TRADEABLE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-09-04 11:16:55,MAR-25|2025-02-14 18:50:00|OFFLINE,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|EDITS_ONLY,DEC-23|2023-11-10 18:50:00|EDITS_ONLY,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-09-05 11:16:52,MAR-25|2025-02-14 18:50:00|OFFLINE,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|TRADEABLE,DEC-23|2023-11-10 18:50:00|TRADEABLE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-09-07 11:16:50,MAR-25|2025-02-14 18:50:00|OFFLINE,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|EDITS_ONLY,DEC-23|2023-11-10 18:50:00|EDITS_ONLY,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-09-08 11:16:55,MAR-25|2025-02-14 18:50:00|OFFLINE,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|TRADEABLE,DEC-23|2023-11-10 18:50:00|TRADEABLE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-09-29 11:16:54,MAR-25|2025-02-14 18:50:00|OFFLINE,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|EDITS_ONLY,DEC-23|2023-11-10 18:50:00|EDITS_ONLY,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-10-02 11:16:51,MAR-25|2025-02-14 18:50:00|OFFLINE,DEC-24|2024-11-08 18:50:00|OFFLINE,MAR-24|2024-02-09 18:50:00|TRADEABLE,DEC-23|2023-11-10 18:50:00|TRADEABLE,JUL-24|2024-06-14 17:50:00|OFFLINE,SEP-24|2024-08-09 17:50:00|OFFLINE,MAY-24|2024-04-12 17:50:00|OFFLINE
2023-10-30 11:16:50,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|TRADEABLE,DEC-23|2023-11-10 16:30:00|TRADEABLE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|OFFLINE
2023-11-13 11:16:54,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|TRADEABLE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|OFFLINE
2023-11-16 11:16:55,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|EDITS_ONLY,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|OFFLINE
2023-11-17 11:16:56,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|TRADEABLE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|OFFLINE
2023-11-20 11:16:56,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|EDITS_ONLY,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|OFFLINE
2023-11-21 11:16:59,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|TRADEABLE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|OFFLINE
2023-11-22 11:16:55,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|TRADEABLE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|TRADEABLE
2023-11-23 11:16:56,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|EDITS_ONLY,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|EDITS_ONLY
2023-11-24 11:16:56,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|TRADEABLE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|TRADEABLE
2023-12-06 11:16:55,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|EDITS_ONLY,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|EDITS_ONLY
2023-12-07 11:16:57,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|TRADEABLE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|TRADEABLE
2023-12-25 11:16:56,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|EDITS_ONLY,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|EDITS_ONLY
2023-12-27 11:16:51,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|TRADEABLE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|TRADEABLE
2024-01-01 11:16:51,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|EDITS_ONLY,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|EDITS_ONLY
2024-01-02 11:16:51,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|TRADEABLE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|TRADEABLE
2024-01-15 11:16:55,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|EDITS_ONLY,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|EDITS_ONLY
2024-01-16 11:16:55,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,MAR-24|2024-02-09 16:30:00|TRADEABLE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|TRADEABLE
2024-02-13 11:16:55,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|TRADEABLE
2024-02-15 11:16:54,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|TRADEABLE
2024-02-19 11:16:55,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|EDITS_ONLY,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|EDITS_ONLY
2024-02-20 11:16:54,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|TRADEABLE
2024-03-29 11:16:51,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|EDITS_ONLY,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|EDITS_ONLY
2024-04-02 11:16:54,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|OFFLINE,MAY-24|2024-04-12 15:30:00|TRADEABLE
2024-04-15 11:16:55,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|OFFLINE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-04-16 11:16:54,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|TRADEABLE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|TRADEABLE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-04-18 11:16:54,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|OFFLINE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-04-19 11:16:56,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|TRADEABLE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|TRADEABLE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-04-24 11:16:56,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|OFFLINE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-04-25 11:16:51,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|TRADEABLE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|TRADEABLE,SEP-25|2025-08-08 15:30:00|OFFLINE
